"Report Type","DBN","School Name","Grade","Year","Demographic Category","Demographic Variable","# Total Days","# Days Absent","# Days Present","% Attendance","# Contributing 20+ Total Days","# Chronically Absent","% Chronically Absent","Total Enrollment","Grade PK (Half Day & Full Day)","Grade K","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12","# Female","% Female","# Male","% Male","# Asian","% Asian","# Black","% Black","# Hispanic","% Hispanic","# Multiple Race Categories Not Represented","% Multiple Race Categories Not Represented","# White","% White","# Students with Disabilities","% Students with Disabilities","# English Language Learners","% English Language Learners","# Poverty","% Poverty","Economic Need Index"
"School","02M407","Institute for Collaborative Education","All Grades","2016-17","All Students","All Students",80159,4986,75173,93.8,492,71,14.4,486,0,0,0,0,0,0,0,68,72,72,65,74,66,69,243,50,243,50,33,6.8,85,17.5,83,17.1,33,6.8,252,51.9,47,9.7,1,0.2,101,20.8,27.5
"School","02M408","Professional Performing Arts High School","All Grades","2016-17","All Students","All Students",88906,5743,83163,93.5,545,99,18.2,544,0,0,0,0,0,0,0,32,33,30,125,103,129,92,411,75.6,133,24.4,35,6.4,105,19.3,108,19.9,73,13.4,223,41,80,14.7,0,0,158,29,33.1
"School","02M411","Baruch College Campus High School","All Grades","2016-17","All Students","All Students",71628,2527,69101,96.5,440,31,7,440,0,0,0,0,0,0,0,0,0,0,103,109,116,112,262,59.5,178,40.5,198,45,20,4.5,63,14.3,10,2.3,149,33.9,68,15.5,2,0.5,190,43.2,35.1
"School","02M412","N.Y.C. Lab School for Collaborative Studies","All Grades","2016-17","All Students","All Students",86351,4925,81426,94.3,533,70,13.1,531,0,0,0,0,0,0,0,0,0,0,129,122,129,151,286,53.9,245,46.1,113,21.3,29,5.5,78,14.7,40,7.5,271,51,95,17.9,2,0.4,151,28.4,24.8
"School","02M413","School of the Future High School","All Grades","2016-17","All Students","All Students",132643,6794,125849,94.9,762,83,10.9,763,0,0,0,0,0,0,0,111,107,89,119,119,111,107,373,48.9,390,51.1,119,15.6,87,11.4,213,27.9,61,8,283,37.1,154,20.2,8,1,257,33.7,32.7
"School","02M414","N.Y.C. Museum School","All Grades","2016-17","All Students","All Students",73091,4557,68534,93.8,455,90,19.8,454,0,0,0,0,0,0,0,0,0,0,125,95,117,117,276,60.8,178,39.2,135,29.7,59,13,166,36.6,21,4.6,73,16.1,48,10.6,6,1.3,329,72.5,55.6
"School","02M416","Eleanor Roosevelt High School","All Grades","2016-17","All Students","All Students",88546,3861,84685,95.6,544,57,10.5,543,0,0,0,0,0,0,0,0,0,0,130,125,142,146,328,60.4,215,39.6,111,20.4,22,4.1,59,10.9,7,1.3,344,63.4,62,11.4,0,0,117,21.5,19.4
"School","02M418","Millennium High School","All Grades","2016-17","All Students","All Students",107133,4069,103064,96.2,661,46,7,659,0,0,0,0,0,0,0,0,0,0,188,152,177,142,416,63.1,243,36.9,275,41.7,43,6.5,100,15.2,23,3.5,218,33.1,78,11.8,8,1.2,292,44.3,40.3
"School","02M419","Landmark High School","All Grades","2016-17","All Students","All Students",58080,11266,46814,80.6,368,194,52.7,380,0,0,0,0,0,0,0,0,0,0,122,107,85,66,208,54.7,172,45.3,10,2.6,129,33.9,223,58.7,11,2.9,7,1.8,90,23.7,26,6.8,329,86.6,76.8
"School","02M420","High School for Health Professions and Human Servi","All Grades","2016-17","All Students","All Students",285478,22529,262949,92.1,1791,372,20.8,1792,0,0,0,0,0,0,0,0,0,0,551,478,405,358,1252,69.9,540,30.1,358,20,303,16.9,950,53,36,2,145,8.1,237,13.2,120,6.7,1160,64.7,65.5
"School","02M422","Quest to Learn","All Grades","2016-17","All Students","All Students",106079,10576,95503,90,657,178,27.1,643,0,0,0,0,0,0,0,90,95,90,137,82,79,70,204,31.7,439,68.3,71,11,130,20.2,260,40.4,36,5.6,146,22.7,211,32.8,17,2.6,348,54.1,49.2
"School","02M425","Leadership and Public Service High School","All Grades","2016-17","All Students","All Students",93788,15838,77950,83.1,607,289,47.6,608,0,0,0,0,0,0,0,0,0,0,171,189,115,133,341,56.1,267,43.9,31,5.1,181,29.8,365,60,12,2,19,3.1,114,18.8,36,5.9,560,92.1,72.7
"School","02M427","Manhattan Academy For Arts & Language","All Grades","2016-17","All Students","All Students",48358,7001,41357,85.5,331,153,46.2,288,0,0,0,0,0,0,0,0,0,0,87,99,60,42,132,45.8,156,54.2,8,2.8,11,3.8,262,91,0,0,7,2.4,22,7.6,214,74.3,272,94.4,90.3
"School","02M437","Hudson High School of Learning Technologies","All Grades","2016-17","All Students","All Students",76251,15845,60406,79.2,492,270,54.9,483,0,0,0,0,0,0,0,0,0,0,123,130,101,129,153,31.7,330,68.3,34,7,142,29.4,279,57.8,11,2.3,17,3.5,116,24,45,9.3,422,87.4,72.5
"School","02M438","International High School at Union Square","All Grades","2016-17","All Students","All Students",56137,7368,48769,86.9,368,135,36.7,362,0,0,0,0,0,0,0,0,0,0,103,97,76,86,156,43.1,206,56.9,74,20.4,73,20.2,185,51.1,1,0.3,29,8,12,3.3,303,83.7,322,89,94.6
"School","02M439","Manhattan Village Academy","All Grades","2016-17","All Students","All Students",70476,1396,69080,98,438,6,1.4,432,0,0,0,0,0,0,0,0,0,0,99,112,131,90,275,63.7,157,36.3,31,7.2,49,11.3,258,59.7,60,13.9,34,7.9,65,15,7,1.6,329,76.2,63
"School","02M442","Ballet Tech, NYC Public School for Dance","All Grades","2016-17","All Students","All Students",26454,1030,25424,96.1,154,11,7.1,150,0,0,0,0,0,39,41,24,26,20,0,0,0,0,81,54,69,46,45,30,44,29.3,26,17.3,7,4.7,28,18.7,5,3.3,3,2,83,55.3,41.1
"School","02M449","Vanguard High School","All Grades","2016-17","All Students","All Students",72674,9230,63444,87.3,464,195,42,459,0,0,0,0,0,0,0,0,0,0,131,115,112,101,234,51,225,49,24,5.2,116,25.3,281,61.2,18,3.9,20,4.4,109,23.7,22,4.8,350,76.3,69.2
"School","02M459","Manhattan International High School","All Grades","2016-17","All Students","All Students",53663,6095,47568,88.6,350,122,34.9,331,0,0,0,0,0,0,0,0,0,0,89,95,78,69,153,46.2,178,53.8,65,19.6,51,15.4,175,52.9,1,0.3,39,11.8,13,3.9,236,71.3,161,48.6,90.1
"School","02M475","Stuyvesant High School","All Grades","2016-17","All Students","All Students",547057,16597,530460,97,3368,191,5.7,3365,0,0,0,0,0,0,0,0,0,0,851,847,834,833,1455,43.2,1910,56.8,2507,74.5,21,0.6,82,2.4,153,4.5,602,17.9,20,0.6,1,0,1526,45.3,32.3
"School","02M489","High School of Economics and Finance","All Grades","2016-17","All Students","All Students",122006,14961,107045,87.7,772,242,31.3,762,0,0,0,0,0,0,0,0,0,0,226,197,181,158,320,42,442,58,164,21.5,191,25.1,340,44.6,11,1.4,56,7.3,141,18.5,42,5.5,596,78.2,64.6
"School","02M500","Unity Center for Urban Technologies","All Grades","2016-17","All Students","All Students",41217,6816,34401,83.5,263,116,44.1,261,0,0,0,0,0,0,0,0,0,0,68,77,59,57,83,31.8,178,68.2,10,3.8,77,29.5,158,60.5,8,3.1,8,3.1,73,28,23,8.8,238,91.2,73.6
"School","02M507","Urban Assembly Gateway School for Technology","All Grades","2016-17","All Students","All Students",73975,8262,65713,88.8,470,149,31.7,468,0,0,0,0,0,0,0,0,0,0,118,126,109,115,107,22.9,361,77.1,47,10,139,29.7,245,52.4,18,3.8,19,4.1,92,19.7,16,3.4,262,56,62.2
"School","02M519","Talent Unlimited High School","All Grades","2016-17","All Students","All Students",78803,5698,73105,92.8,492,107,21.7,495,0,0,0,0,0,0,0,0,0,0,139,106,121,129,401,81,94,19,20,4,163,32.9,202,40.8,32,6.5,78,15.8,74,14.9,2,0.4,246,49.7,44.8
"School","02M520","Murry Bergtraum High School for Business Careers","All Grades","2016-17","All Students","All Students",61466,10204,51262,83.4,403,164,40.7,407,0,0,0,0,0,0,0,0,0,0,119,105,86,97,203,49.9,204,50.1,36,8.8,199,48.9,157,38.6,8,2,7,1.7,97,23.8,35,8.6,314,77.1,70.5
"School","02M527","P.S. 527 - East Side School for Social Action","All Grades","2016-17","All Students","All Students",51653,2356,49297,95.4,305,27,8.9,294,0,68,74,50,52,50,0,0,0,0,0,0,0,0,144,49,150,51,34,11.6,13,4.4,50,17,10,3.4,187,63.6,42,14.3,7,2.4,50,17,12.8
"School","02M529","Jacqueline Kennedy Onassis High School","All Grades","2016-17","All Students","All Students",99476,20474,79002,79.4,656,374,57,641,0,0,0,0,0,0,0,0,0,0,173,180,131,157,356,55.5,285,44.5,42,6.6,147,22.9,423,66,8,1.2,21,3.3,114,17.8,56,8.7,473,73.8,72.5
"School","02M531","Repertory Company High School for Theatre Arts","All Grades","2016-17","All Students","All Students",39790,3412,36378,91.4,248,74,29.8,246,0,0,0,0,0,0,0,0,0,0,63,64,66,53,205,83.3,41,16.7,5,2,84,34.1,129,52.4,8,3.3,20,8.1,40,16.3,3,1.2,169,68.7,57.4
"School","02M533","Union Square Academy for Health Sciences","All Grades","2016-17","All Students","All Students",65630,7692,57938,88.3,410,140,34.1,406,0,0,0,0,0,0,0,0,0,0,128,113,83,82,296,72.9,110,27.1,53,13.1,93,22.9,227,55.9,10,2.5,23,5.7,59,14.5,27,6.7,316,77.8,72.3
"School","02M534","Harvest Collegiate High School","All Grades","2016-17","All Students","All Students",74350,11249,63101,84.9,472,205,43.4,458,0,0,0,0,0,0,0,0,0,0,117,119,121,101,256,55.9,202,44.1,32,7,118,25.8,204,44.5,16,3.5,88,19.2,133,29,8,1.7,247,53.9,48.3
"School","02M542","Manhattan Bridges High School","All Grades","2016-17","All Students","All Students",84077,7036,77041,91.6,534,135,25.3,525,0,0,0,0,0,0,0,0,0,0,154,148,128,95,279,53.1,246,46.9,1,0.2,1,0.2,520,99,3,0.6,0,0,26,5,245,46.7,360,68.6,83.3
"School","02M543","New Design High School","All Grades","2016-17","All Students","All Students",65213,9046,56167,86.1,414,180,43.5,407,0,0,0,0,0,0,0,0,0,0,140,107,87,73,230,56.5,177,43.5,24,5.9,142,34.9,224,55,10,2.5,7,1.7,111,27.3,25,6.1,287,70.5,77.6
"School","02M545","High School for Dual Language and Asian Studies","All Grades","2016-17","All Students","All Students",64259,1065,63194,98.3,400,10,2.5,397,0,0,0,0,0,0,0,0,0,0,109,90,101,97,239,60.2,158,39.8,335,84.4,17,4.3,25,6.3,6,1.5,14,3.5,11,2.8,47,11.8,339,85.4,67.8
"School","02M546","Academy for Software Engineering","All Grades","2016-17","All Students","All Students",72755,7141,65614,90.2,451,154,34.1,458,0,0,0,0,0,0,0,0,0,0,125,114,120,99,88,19.2,370,80.8,42,9.2,116,25.3,235,51.3,18,3.9,47,10.3,110,24,20,4.4,335,73.1,62
"School","02M551","Urban Assembly New York Harbor School","All Grades","2016-17","All Students","All Students",72281,6782,65499,90.6,461,116,25.2,460,0,0,0,0,0,0,0,0,0,0,153,108,110,89,176,38.3,284,61.7,22,4.8,90,19.6,203,44.1,25,5.4,120,26.1,100,21.7,10,2.2,265,57.6,50.8
"School","02M580","Richard R. Green High School of Teaching","All Grades","2016-17","All Students","All Students",84396,11130,73266,86.8,541,189,34.9,534,0,0,0,0,0,0,0,0,0,0,210,133,97,94,361,67.6,173,32.4,37,6.9,145,27.2,317,59.4,19,3.6,16,3,94,17.6,21,3.9,451,84.5,73.3
"School","02M600","The High School of Fashion Industries","All Grades","2016-17","All Students","All Students",268922,23260,245662,91.4,1685,440,26.1,1671,0,0,0,0,0,0,0,0,0,0,488,428,381,374,1569,93.9,102,6.1,104,6.2,610,36.5,860,51.5,26,1.6,71,4.2,266,15.9,50,3,1391,83.2,66.8
"School","02M615","Chelsea Career and Technical Education High School","All Grades","2016-17","All Students","All Students",67948,9808,58140,85.6,429,191,44.5,437,0,0,0,0,0,0,0,0,0,0,158,105,95,79,146,33.4,291,66.6,49,11.2,94,21.5,261,59.7,11,2.5,22,5,84,19.2,15,3.4,386,88.3,69.4
"School","02M630","Art and Design High School","All Grades","2016-17","All Students","All Students",230009,22980,207029,90,1433,415,29,1447,0,0,0,0,0,0,0,0,0,0,490,355,346,256,876,60.5,571,39.5,107,7.4,287,19.8,778,53.8,66,4.6,209,14.4,294,20.3,16,1.1,955,66,50.6
"School","02M655","Life Sciences Secondary School","All Grades","2016-17","All Students","All Students",98524,19470,79054,80.2,637,351,55.1,632,0,0,0,0,0,0,0,28,17,21,203,172,84,107,310,49.1,322,50.9,30,4.7,192,30.4,370,58.5,20,3.2,20,3.2,136,21.5,54,8.5,461,72.9,74.4
"School","02M896","Lower Manhattan Community Middle School","All Grades","2016-17","All Students","All Students",67729,2256,65473,96.7,389,33,8.5,386,0,0,0,0,0,0,0,126,133,127,0,0,0,0,200,51.8,186,48.2,170,44,37,9.6,64,16.6,9,2.3,106,27.5,98,25.4,31,8,222,57.5,49.5
"School","02M933","City Knoll Middle School","All Grades","2016-17","All Students","All Students",44058,2845,41213,93.5,283,73,25.8,247,0,0,0,0,0,0,0,85,74,88,0,0,0,0,141,57.1,106,42.9,25,10.1,49,19.8,124,50.2,8,3.2,41,16.6,83,33.6,20,8.1,185,74.9,55.2
"School","03M009","P.S. 009 Sarah Anderson","All Grades","2016-17","All Students","All Students",105878,4647,101231,95.6,616,44,7.1,600,18,95,114,108,97,99,69,0,0,0,0,0,0,0,305,50.8,295,49.2,51,8.5,33,5.5,116,19.3,47,7.8,353,58.8,104,17.3,20,3.3,118,19.7,17.8
"School","03M054","J.H.S. 054 Booker T. Washington","All Grades","2016-17","All Students","All Students",148931,5079,143852,96.6,856,36,4.2,850,0,0,0,0,0,0,0,310,290,250,0,0,0,0,400,47.1,450,52.9,97,11.4,65,7.6,108,12.7,53,6.2,527,62,99,11.6,11,1.3,111,13.1,16.5
"School","03M075","P.S. 075 Emily Dickinson","All Grades","2016-17","All Students","All Students",101113,6539,94574,93.5,601,138,23,575,0,86,104,112,93,98,82,0,0,0,0,0,0,0,259,45,316,55,14,2.4,133,23.1,316,55,21,3.7,91,15.8,201,35,81,14.1,416,72.3,62.3
"School","03M076","P.S. 076 A. Philip Randolph","All Grades","2016-17","All Students","All Students",88650,11320,77330,87.2,544,278,51.1,508,38,55,53,48,56,48,49,55,57,49,0,0,0,0,264,52,244,48,0,0,394,77.6,96,18.9,3,0.6,15,3,108,21.3,43,8.5,477,93.9,86.5
"School","03M084","P.S. 084 Lillian Weber","All Grades","2016-17","All Students","All Students",98572,5909,92663,94,584,103,17.6,565,36,102,91,103,89,78,66,0,0,0,0,0,0,0,301,53.3,264,46.7,20,3.5,62,11,230,40.7,27,4.8,226,40,104,18.4,48,8.5,267,47.3,43.6
"School","03M087","P.S. 087 William Sherman","All Grades","2016-17","All Students","All Students",152601,6593,146008,95.7,890,64,7.2,877,19,140,163,148,155,135,117,0,0,0,0,0,0,0,434,49.5,443,50.5,59,6.7,52,5.9,128,14.6,87,9.9,551,62.8,167,19,29,3.3,79,9,10.3
"School","03M145","P.S. 145, The Bloomingdale School","All Grades","2016-17","All Students","All Students",64658,6804,57854,89.5,415,180,43.4,370,51,62,59,57,47,47,47,0,0,0,0,0,0,0,200,54.1,170,45.9,4,1.1,110,29.7,229,61.9,10,2.7,17,4.6,86,23.2,39,10.5,286,77.3,79.8
"School","03M149","P.S. 149 Sojourner Truth","All Grades","2016-17","All Students","All Students",45437,4134,41303,90.9,280,109,38.9,256,22,22,23,27,28,19,34,31,24,26,0,0,0,0,124,48.4,132,51.6,5,2,158,61.7,74,28.9,9,3.5,10,3.9,82,32,26,10.2,248,96.9,85.6
"School","03M163","P.S. 163 Alfred E. Smith","All Grades","2016-17","All Students","All Students",99930,6515,93415,93.5,581,128,22,567,28,78,93,89,102,91,86,0,0,0,0,0,0,0,269,47.4,298,52.6,31,5.5,93,16.4,255,45,30,5.3,158,27.9,100,17.6,40,7.1,282,49.7,48
"School","03M165","P.S. 165 Robert E. Simon","All Grades","2016-17","All Students","All Students",126182,13034,113148,89.7,775,293,37.8,731,35,65,93,83,85,105,98,49,60,58,0,0,0,0,357,48.8,374,51.2,34,4.7,100,13.7,468,64,14,1.9,115,15.7,156,21.3,105,14.4,549,75.1,64.6
"School","03M166","P.S. 166 The Richard Rodgers School of The Arts an","All Grades","2016-17","All Students","All Students",111423,5345,106078,95.2,647,56,8.7,638,0,125,128,107,102,104,72,0,0,0,0,0,0,0,309,48.4,329,51.6,78,12.2,39,6.1,104,16.3,51,8,366,57.4,73,11.4,31,4.9,121,19,17.1
"School","03M180","P.S. 180 Hugo Newman","All Grades","2016-17","All Students","All Students",103485,7804,95681,92.5,614,151,24.6,591,82,72,48,55,51,64,52,55,55,57,0,0,0,0,299,50.6,292,49.4,12,2,311,52.6,191,32.3,19,3.2,58,9.8,114,19.3,36,6.1,419,70.9,63.1
"School","03M185","The Locke School of Arts and Engineering","All Grades","2016-17","All Students","All Students",41307,3480,37827,91.6,251,79,31.5,234,61,56,72,45,0,0,0,0,0,0,0,0,0,0,124,53,110,47,5,2.1,144,61.5,62,26.5,11,4.7,12,5.1,52,22.2,8,3.4,200,85.5,75.5
"School","03M191","The Riverside School for Makers and Artists","All Grades","2016-17","All Students","All Students",75778,6860,68918,90.9,474,174,36.7,425,68,34,40,45,44,32,29,46,39,48,0,0,0,0,188,44.2,237,55.8,32,7.5,143,33.6,190,44.7,6,1.4,54,12.7,127,29.9,34,8,333,78.4,68.8
"School","03M199","P.S. 199 Jessie Isador Straus","All Grades","2016-17","All Students","All Students",155427,6622,148805,95.7,901,61,6.8,884,0,135,154,161,158,143,133,0,0,0,0,0,0,0,439,49.7,445,50.3,132,14.9,36,4.1,100,11.3,66,7.5,550,62.2,167,18.9,32,3.6,54,6.1,8.3
"School","03M208","The Alain L. Locke Magnet School for Environmental","All Grades","2016-17","All Students","All Students",21857,1652,20205,92.4,131,40,30.5,124,0,0,0,0,44,38,42,0,0,0,0,0,0,0,69,55.6,55,44.4,5,4,74,59.7,42,33.9,2,1.6,1,0.8,43,34.7,14,11.3,119,96,83.9
"School","03M241","STEM Institute of Manhattan","All Grades","2016-17","All Students","All Students",22850,2028,20822,91.1,142,43,30.3,124,0,17,14,20,28,17,28,0,0,0,0,0,0,0,58,46.8,66,53.2,4,3.2,59,47.6,52,41.9,2,1.6,7,5.6,47,37.9,24,19.4,112,90.3,83.5
"School","03M242","P.S. 242 - The Young Diplomats Magnet Academy","All Grades","2016-17","All Students","All Students",32597,3846,28751,88.2,195,94,48.2,187,18,33,28,28,26,29,25,0,0,0,0,0,0,0,85,45.5,102,54.5,2,1.1,117,62.6,55,29.4,6,3.2,7,3.7,52,27.8,8,4.3,164,87.7,82.6
"School","03M243","M.S. 243 Center School","All Grades","2016-17","All Students","All Students",41110,996,40114,97.6,236,3,1.3,234,0,0,0,0,0,0,59,61,57,57,0,0,0,0,123,52.6,111,47.4,16,6.8,30,12.8,34,14.5,12,5.1,142,60.7,29,12.4,0,0,15,6.4,16.6
"School","03M245","M.S. M245 The Computer School","All Grades","2016-17","All Students","All Students",70548,2488,68060,96.5,405,19,4.7,401,0,0,0,0,0,0,0,135,137,129,0,0,0,0,233,58.1,168,41.9,21,5.2,50,12.5,115,28.7,19,4.7,196,48.9,77,19.2,7,1.7,95,23.7,25.2
"School","03M247","M.S. M247 Dual Language Middle School","All Grades","2016-17","All Students","All Students",36794,1840,34954,95,218,33,15.1,211,0,0,0,0,0,0,0,74,64,73,0,0,0,0,114,54,97,46,0,0,2,0.9,207,98.1,0,0,2,0.9,46,21.8,59,28,194,91.9,72.5
"School","03M250","M.S. 250 West Side Collaborative Middle School","All Grades","2016-17","All Students","All Students",32947,2364,30583,92.8,193,48,24.9,190,0,0,0,0,0,0,0,67,62,61,0,0,0,0,79,41.6,111,58.4,5,2.6,52,27.4,107,56.3,4,2.1,22,11.6,54,28.4,10,5.3,139,73.2,69.2
"School","03M256","Lafayette Academy","All Grades","2016-17","All Students","All Students",26309,2345,23964,91.1,158,48,30.4,149,0,0,0,0,0,0,0,52,41,56,0,0,0,0,73,49,76,51,1,0.7,80,53.7,49,32.9,3,2,16,10.7,35,23.5,31,20.8,111,74.5,68.1
"School","03M258","Community Action School - MS 258","All Grades","2016-17","All Students","All Students",38560,2450,36110,93.6,227,50,22,223,0,0,0,0,0,0,0,82,59,82,0,0,0,0,98,43.9,125,56.1,3,1.3,102,45.7,95,42.6,1,0.4,22,9.9,61,27.4,5,2.2,135,60.5,65.5
"School","03M291","West End Secondary School","All Grades","2016-17","All Students","All Students",41928,1620,40308,96.1,240,16,6.7,240,0,0,0,0,0,0,0,107,133,0,0,0,0,0,143,59.6,97,40.4,15,6.3,17,7.1,54,22.5,10,4.2,144,60,59,24.6,4,1.7,53,22.1,19.7
"School","03M299","The Maxine Greene HS for Imaginative Inquiry","All Grades","2016-17","All Students","All Students",68454,11926,56528,82.6,440,208,47.3,442,0,0,0,0,0,0,0,0,0,0,142,135,78,87,241,54.5,201,45.5,6,1.4,165,37.3,250,56.6,11,2.5,10,2.3,96,21.7,55,12.4,349,79,76.3
"School","03M307","Urban Assembly School for Media Studies, The","All Grades","2016-17","All Students","All Students",63828,10228,53600,84,404,209,51.7,408,0,0,0,0,0,0,0,0,0,0,107,116,102,83,217,53.2,191,46.8,11,2.7,157,38.5,220,53.9,12,2.9,8,2,74,18.1,26,6.4,325,79.7,72.6
"School","03M333","P.S. 333 Manhattan School for Children","All Grades","2016-17","All Students","All Students",132386,6764,125622,94.9,761,83,10.9,756,0,99,106,100,103,93,86,67,51,51,0,0,0,0,391,51.7,365,48.3,42,5.6,89,11.8,128,16.9,37,4.9,460,60.8,143,18.9,9,1.2,117,15.5,23.9
"School","03M334","The Anderson School","All Grades","2016-17","All Students","All Students",96962,2910,94052,97,551,12,2.2,551,0,50,58,58,57,57,57,64,76,74,0,0,0,0,280,50.8,271,49.2,146,26.5,20,3.6,48,8.7,37,6.7,300,54.4,31,5.6,0,0,45,8.2,11.1
"School","03M402","The Urban Assembly School for Green Careers","All Grades","2016-17","All Students","All Students",49758,7857,41901,84.2,331,155,46.8,319,0,0,0,0,0,0,0,0,0,0,71,102,62,84,142,44.5,177,55.5,5,1.6,86,27,206,64.6,8,2.5,14,4.4,89,27.9,44,13.8,272,85.3,75.5
"School","03M403","The Global Learning Collaborative","All Grades","2016-17","All Students","All Students",68232,9647,58585,85.9,453,158,34.9,428,0,0,0,0,0,0,0,0,0,0,106,113,98,111,201,47,227,53,8,1.9,105,24.5,291,68,5,1.2,19,4.4,83,19.4,69,16.1,325,75.9,74.4
"School","03M415","Wadleigh Secondary School for the Performing & Vis","All Grades","2016-17","All Students","All Students",48184,8248,39936,82.9,304,147,48.4,309,0,0,0,0,0,0,0,20,15,12,76,69,46,71,195,63.1,114,36.9,3,1,171,55.3,124,40.1,6,1.9,5,1.6,78,25.2,10,3.2,204,66,74.4
"School","03M417","Frank McCourt High School","All Grades","2016-17","All Students","All Students",64223,4660,59563,92.7,401,87,21.7,411,0,0,0,0,0,0,0,0,0,0,129,94,102,86,232,56.4,179,43.6,22,5.4,71,17.3,179,43.6,16,3.9,123,29.9,85,20.7,4,1,214,52.1,44.7
"School","03M421","West Prep Academy","All Grades","2016-17","All Students","All Students",36086,3208,32878,91.1,216,61,28.2,201,0,0,0,0,0,0,0,68,65,68,0,0,0,0,99,49.3,102,50.7,3,1.5,116,57.7,71,35.3,4,2,7,3.5,60,29.9,14,7,139,69.2,73.5
"School","03M452","P.S. 452","All Grades","2016-17","All Students","All Students",55451,2421,53030,95.6,322,24,7.5,319,0,66,55,53,55,47,43,0,0,0,0,0,0,0,154,48.3,165,51.7,31,9.7,24,7.5,30,9.4,17,5.3,217,68,63,19.7,7,2.2,31,9.7,12.3
"School","03M479","Beacon High School","All Grades","2016-17","All Students","All Students",210100,7499,202601,96.4,1301,81,6.2,1304,0,0,0,0,0,0,0,0,0,0,362,329,326,287,840,64.4,463,35.5,105,8.1,177,13.6,260,19.9,92,7.1,670,51.4,103,7.9,3,0.2,323,24.8,26.3
"School","03M485","Fiorello H. LaGuardia High School of Music & Art a","All Grades","2016-17","All Students","All Students",436562,20871,415691,95.2,2703,277,10.2,2697,0,0,0,0,0,0,0,0,0,0,680,754,622,641,2017,74.8,680,25.2,525,19.5,297,11,468,17.4,227,8.4,1180,43.8,66,2.4,2,0.1,783,29,24.9
"School","03M492","High School for Law, Advocacy and Community Justic","All Grades","2016-17","All Students","All Students",78050,12491,65559,84,501,223,44.5,498,0,0,0,0,0,0,0,0,0,0,185,126,105,82,288,57.8,210,42.2,12,2.4,185,37.1,289,58,3,0.6,9,1.8,88,17.7,33,6.6,452,90.8,73.7
