"Report Type","DBN","School Name","Grade","Year","Demographic Category","Demographic Variable","# Total Days","# Days Absent","# Days Present","% Attendance","# Contributing 20+ Total Days","# Chronically Absent","% Chronically Absent","Total Enrollment","Grade PK (Half Day & Full Day)","Grade K","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12","# Female","% Female","# Male","% Male","# Asian","% Asian","# Black","% Black","# Hispanic","% Hispanic","# Multiple Race Categories Not Represented","% Multiple Race Categories Not Represented","# White","% White","# Students with Disabilities","% Students with Disabilities","# English Language Learners","% English Language Learners","# Poverty","% Poverty","Economic Need Index"
"School","28Q896","Young Women's Leadership School, Queens","All Grades","2016-17","All Students","All Students",94482,4719,89763,95,568,72,12.7,566,0,0,0,0,0,0,0,80,79,79,87,83,71,87,566,100,0,0,184,32.5,272,48.1,65,11.5,32,5.7,13,2.3,84,14.8,11,1.9,453,80,47.1
"School","29Q015","P.S. 015 Jackie Robinson","All Grades","2016-17","All Students","All Students",80681,5318,75363,93.4,491,110,22.4,465,26,76,73,70,73,71,76,0,0,0,0,0,0,0,241,51.8,224,48.2,6,1.3,431,92.7,23,4.9,3,0.6,2,0.4,51,11,13,2.8,345,74.2,50.8
"School","29Q033","P.S. 033 Edward M. Funk","All Grades","2016-17","All Students","All Students",174438,9588,164850,94.5,1049,160,15.3,989,0,157,182,159,163,166,162,0,0,0,0,0,0,0,466,47.1,523,52.9,463,46.8,146,14.8,260,26.3,76,7.7,44,4.4,124,12.5,174,17.6,804,81.3,38.9
"School","29Q034","P.S. 034 John Harvard","All Grades","2016-17","All Students","All Students",99999,6532,93467,93.5,605,128,21.2,569,32,78,101,82,99,86,91,0,0,0,0,0,0,0,271,47.6,298,52.4,47,8.3,414,72.8,87,15.3,12,2.1,9,1.6,85,14.9,67,11.8,523,91.9,50
"School","29Q035","P.S. 035 Nathaniel Woodhull","All Grades","2016-17","All Students","All Students",120579,7584,112995,93.7,724,151,20.9,680,36,117,109,95,89,133,101,0,0,0,0,0,0,0,342,50.3,338,49.7,193,28.4,230,33.8,188,27.6,50,7.4,19,2.8,97,14.3,96,14.1,595,87.5,54.5
"School","29Q036","P.S. 036 Saint Albans School","All Grades","2016-17","All Students","All Students",82860,5730,77130,93.1,508,124,24.4,466,0,62,69,75,72,94,94,0,0,0,0,0,0,0,231,49.6,235,50.4,8,1.7,398,85.4,43,9.2,16,3.4,1,0.2,97,20.8,24,5.2,293,62.9,61.3
"School","29Q037","Cynthia Jenkins School","All Grades","2016-17","All Students","All Students",89329,6550,82779,92.7,550,148,26.9,508,44,73,66,78,88,78,81,0,0,0,0,0,0,0,248,48.8,260,51.2,13,2.6,448,88.2,40,7.9,6,1.2,1,0.2,103,20.3,20,3.9,377,74.2,60.4
"School","29Q038","P.S. 038 Rosedale","All Grades","2016-17","All Students","All Students",39612,2594,37018,93.5,241,55,22.8,223,0,39,36,35,42,36,35,0,0,0,0,0,0,0,94,42.2,129,57.8,6,2.7,196,87.9,15,6.7,1,0.4,5,2.2,40,17.9,10,4.5,178,79.8,34.9
"School","29Q052","P.S. 052 Queens","All Grades","2016-17","All Students","All Students",85230,7113,78117,91.7,562,192,34.2,475,36,85,72,66,48,89,79,0,0,0,0,0,0,0,234,49.3,241,50.7,15,3.2,389,81.9,55,11.6,12,2.5,4,0.8,98,20.6,33,6.9,306,64.4,64.5
"School","29Q059","I.S. 059 Springfield Gardens","All Grades","2016-17","All Students","All Students",97317,7290,90027,92.5,581,149,25.6,573,0,0,0,0,0,0,0,187,203,183,0,0,0,0,279,48.7,294,51.3,5,0.9,517,90.2,34,5.9,12,2.1,5,0.9,136,23.7,10,1.7,411,71.7,45.5
"School","29Q095","P.S. 095 Eastwood","All Grades","2016-17","All Students","All Students",262601,21913,240688,91.7,1597,525,32.9,1508,0,234,234,244,272,280,244,0,0,0,0,0,0,0,766,50.8,742,49.2,606,40.2,154,10.2,656,43.5,73,4.8,19,1.3,158,10.5,371,24.6,886,58.8,61.2
"School","29Q109","Jean Nuzzi Intermediate School","All Grades","2016-17","All Students","All Students",181394,9706,171688,94.6,1076,157,14.6,1039,0,0,0,0,0,0,0,366,346,327,0,0,0,0,496,47.7,543,52.3,349,33.6,402,38.7,217,20.9,28,2.7,43,4.1,164,15.8,105,10.1,812,78.2,39.6
"School","29Q116","P.S./I.S. 116 William C. Hughley","All Grades","2016-17","All Students","All Students",136397,11261,125136,91.7,850,280,32.9,766,54,79,91,92,77,101,78,68,66,60,0,0,0,0,387,50.5,379,49.5,47,6.1,434,56.7,260,33.9,13,1.7,12,1.6,188,24.5,96,12.5,483,63.1,65.2
"School","29Q118","P.S. 118 Lorraine Hansberry","All Grades","2016-17","All Students","All Students",90266,7065,83201,92.2,561,170,30.3,510,31,75,66,82,92,72,92,0,0,0,0,0,0,0,251,49.2,259,50.8,19,3.7,416,81.6,58,11.4,10,2,7,1.4,104,20.4,30,5.9,302,59.2,58.5
"School","29Q131","P.S. 131 Abigail Adams","All Grades","2016-17","All Students","All Students",152659,8181,144478,94.6,905,133,14.7,871,0,127,136,128,149,164,167,0,0,0,0,0,0,0,433,49.7,438,50.3,657,75.4,60,6.9,92,10.6,24,2.8,38,4.4,100,11.5,175,20.1,718,82.4,52.5
"School","29Q132","P.S. 132 Ralph Bunche","All Grades","2016-17","All Students","All Students",68151,4551,63600,93.3,422,87,20.6,386,34,59,77,44,49,65,58,0,0,0,0,0,0,0,185,47.9,201,52.1,2,0.5,348,90.2,28,7.3,4,1,4,1,80,20.7,10,2.6,332,86,58.3
"School","29Q134","P.S. 134 Hollis","All Grades","2016-17","All Students","All Students",73252,5965,67287,91.9,457,132,28.9,416,20,59,71,54,60,79,73,0,0,0,0,0,0,0,203,48.8,213,51.2,10,2.4,342,82.2,55,13.2,3,0.7,6,1.4,92,22.1,43,10.3,320,76.9,52.3
"School","29Q135","The Bellaire School","All Grades","2016-17","All Students","All Students",179640,10948,168692,93.9,1067,218,20.4,1011,101,142,142,141,153,164,168,0,0,0,0,0,0,0,462,45.7,549,54.3,358,35.4,293,29,198,19.6,123,12.2,39,3.9,161,15.9,120,11.9,449,44.4,41.9
"School","29Q136","P.S. 136 Roy Wilkins","All Grades","2016-17","All Students","All Students",114404,9123,105281,92,692,180,26,648,38,90,105,91,111,106,107,0,0,0,0,0,0,0,316,48.8,332,51.2,12,1.9,575,88.7,42,6.5,10,1.5,9,1.4,101,15.6,31,4.8,611,94.3,53.2
"School","29Q138","P.S./M.S. 138 Sunrise","All Grades","2016-17","All Students","All Students",137290,9406,127884,93.1,836,196,23.4,777,34,74,72,57,55,77,77,120,112,99,0,0,0,0,364,46.8,413,53.2,15,1.9,654,84.2,71,9.1,16,2.1,21,2.7,141,18.1,42,5.4,603,77.6,48.4
"School","29Q147","P.S./M.S. 147 Ronald McNair","All Grades","2016-17","All Students","All Students",105935,7067,98868,93.3,651,155,23.8,606,13,56,56,48,61,80,67,77,79,69,0,0,0,0,298,49.2,308,50.8,10,1.7,558,92.1,22,3.6,8,1.3,8,1.3,124,20.5,26,4.3,465,76.7,42.5
"School","29Q156","P.S. 156 Laurelton","All Grades","2016-17","All Students","All Students",48975,4315,44660,91.2,306,91,29.7,287,20,36,50,47,38,51,45,0,0,0,0,0,0,0,139,48.4,148,51.6,8,2.8,260,90.6,15,5.2,4,1.4,0,0,35,12.2,18,6.3,207,72.1,46.1
"School","29Q176","P.S. 176 Cambria Heights","All Grades","2016-17","All Students","All Students",129357,6486,122871,95,761,116,15.2,737,54,92,90,99,120,138,144,0,0,0,0,0,0,0,395,53.6,342,46.4,39,5.3,551,74.8,37,5,107,14.5,3,0.4,74,10,11,1.5,596,80.9,34.5
"School","29Q181","P.S. 181 Brookfield","All Grades","2016-17","All Students","All Students",58806,4196,54610,92.9,369,91,24.7,334,22,52,59,53,52,52,44,0,0,0,0,0,0,0,158,47.3,176,52.7,8,2.4,270,80.8,37,11.1,16,4.8,3,0.9,82,24.6,11,3.3,271,81.1,49.7
"School","29Q192","I.S. 192 The Linden","All Grades","2016-17","All Students","All Students",87967,6330,81637,92.8,549,105,19.1,507,0,0,0,0,0,0,0,142,140,225,0,0,0,0,227,44.8,280,55.2,15,3,403,79.5,53,10.5,27,5.3,9,1.8,100,19.7,37,7.3,338,66.7,43.6
"School","29Q195","P.S. 195 William Haberle","All Grades","2016-17","All Students","All Students",103585,7785,95800,92.5,637,165,25.9,579,59,70,74,84,86,103,103,0,0,0,0,0,0,0,296,51.1,283,48.9,6,1,531,91.7,30,5.2,7,1.2,5,0.9,94,16.2,11,1.9,526,90.8,46.1
"School","29Q208","P.S./I.S. 208","All Grades","2016-17","All Students","All Students",128319,4953,123366,96.1,742,46,6.2,739,0,67,69,72,77,78,88,97,106,85,0,0,0,0,366,49.5,373,50.5,66,8.9,554,75,91,12.3,22,3,6,0.8,141,19.1,7,0.9,404,54.7,27
"School","29Q238","I.S. 238 - Susan B. Anthony Academy","All Grades","2016-17","All Students","All Students",265487,22471,243016,91.5,1602,450,28.1,1511,0,0,0,0,0,0,0,478,500,533,0,0,0,0,760,50.3,751,49.7,443,29.3,550,36.4,418,27.7,63,4.2,37,2.4,207,13.7,248,16.4,1230,81.4,57.5
"School","29Q243","Institute for Health Professions at Cambria Height","All Grades","2016-17","All Students","All Students",66641,7549,59092,88.7,432,183,42.4,412,0,0,0,0,0,0,0,0,0,0,119,117,102,74,287,69.7,125,30.3,32,7.8,296,71.8,51,12.4,22,5.3,11,2.7,43,10.4,30,7.3,309,75,49.8
"School","29Q248","Queens Preparatory Academy","All Grades","2016-17","All Students","All Students",75007,12630,62377,83.2,494,182,36.8,480,0,0,0,0,0,0,0,0,0,0,103,119,132,126,236,49.2,244,50.8,21,4.4,406,84.6,34,7.1,16,3.3,3,0.6,73,15.2,23,4.8,345,71.9,48.2
"School","29Q251","P.S. 251 Queens","All Grades","2016-17","All Students","All Students",61174,3458,57716,94.3,358,50,14,354,33,50,52,49,63,65,42,0,0,0,0,0,0,0,174,49.2,180,50.8,18,5.1,303,85.6,20,5.6,9,2.5,4,1.1,83,23.4,0,0,252,71.2,41.9
"School","29Q259","Pathways College Preparatory School: A College Boa","All Grades","2016-17","All Students","All Students",102351,7088,95263,93.1,628,87,13.9,618,0,0,0,0,0,0,0,87,79,81,85,82,101,103,301,48.7,317,51.3,30,4.9,531,85.9,33,5.3,16,2.6,8,1.3,92,14.9,18,2.9,475,76.9,37.3
"School","29Q265","Excelsior Preparatory High School","All Grades","2016-17","All Students","All Students",79381,10282,69099,87,524,173,33,494,0,0,0,0,0,0,0,0,0,0,109,137,127,121,224,45.3,270,54.7,15,3,415,84,34,6.9,19,3.8,11,2.2,72,14.6,24,4.9,393,79.6,45.8
"School","29Q268","P.S./I.S. 268","All Grades","2016-17","All Students","All Students",105926,6532,99394,93.8,613,101,16.5,604,0,70,79,68,64,79,55,63,60,66,0,0,0,0,303,50.2,301,49.8,155,25.7,188,31.1,190,31.5,58,9.6,13,2.2,93,15.4,85,14.1,477,79,57.7
"School","29Q270","The Gordon Parks School","All Grades","2016-17","All Students","All Students",123691,5465,118226,95.6,714,78,10.9,706,18,48,56,75,66,87,85,101,103,67,0,0,0,0,360,51,346,49,5,0.7,680,96.3,11,1.6,9,1.3,1,0.1,110,15.6,3,0.4,387,54.8,32.7
"School","29Q272","George Washington Carver High School for the Scien","All Grades","2016-17","All Students","All Students",78451,9471,68980,87.9,525,181,34.5,493,0,0,0,0,0,0,0,0,0,0,134,111,130,118,239,48.5,254,51.5,31,6.3,382,77.5,60,12.2,15,3,5,1,80,16.2,27,5.5,377,76.5,48.7
"School","29Q283","Preparatory Academy for Writers: A College Board S","All Grades","2016-17","All Students","All Students",99539,11159,88380,88.8,614,178,29,609,0,0,0,0,0,0,0,83,46,53,95,111,121,100,341,56,268,44,17,2.8,523,85.9,39,6.4,19,3.1,11,1.8,97,15.9,11,1.8,460,75.5,40.4
"School","29Q289","Queens United Middle School","All Grades","2016-17","All Students","All Students",40952,2587,38365,93.7,247,48,19.4,232,0,0,0,0,0,0,0,69,90,73,0,0,0,0,122,52.6,110,47.4,1,0.4,196,84.5,14,6,19,8.2,2,0.9,40,17.2,3,1.3,183,78.9,43.3
"School","29Q295","P.S./I.S. 295","All Grades","2016-17","All Students","All Students",92781,4214,88567,95.5,557,69,12.4,532,17,43,53,44,56,67,61,66,65,60,0,0,0,0,243,45.7,289,54.3,186,35,133,25,159,29.9,33,6.2,21,3.9,97,18.2,55,10.3,422,79.3,40.7
"School","29Q313","Benjamin Franklin High School for Finance & Inform","All Grades","2016-17","All Students","All Students",51924,6901,45023,86.7,352,143,40.6,315,0,0,0,0,0,0,0,0,0,0,111,123,81,0,105,33.3,210,66.7,41,13,203,64.4,47,14.9,13,4.1,11,3.5,60,19,29,9.2,246,78.1,53.7
"School","29Q326","Cambria Heights Academy","All Grades","2016-17","All Students","All Students",57516,8217,49299,85.7,381,144,37.8,359,0,0,0,0,0,0,0,0,0,0,70,93,82,114,178,49.6,181,50.4,31,8.6,266,74.1,29,8.1,27,7.5,6,1.7,68,18.9,19,5.3,256,71.3,41.9
"School","29Q327","Eagle Academy for Young Men III","All Grades","2016-17","All Students","All Students",83484,5817,77667,93,512,101,19.7,507,0,0,0,0,0,0,0,84,72,81,73,85,58,54,0,0,507,100,4,0.8,448,88.4,21,4.1,26,5.1,8,1.6,127,25,2,0.4,369,72.8,39.4
"School","29Q355","Collaborative Arts Middle School","All Grades","2016-17","All Students","All Students",57577,4850,52727,91.6,351,95,27.1,341,0,0,0,0,0,0,0,95,110,136,0,0,0,0,168,49.3,173,50.7,7,2.1,298,87.4,27,7.9,4,1.2,5,1.5,90,26.4,12,3.5,252,73.9,54.6
"School","29Q356","Community Voices Middle School","All Grades","2016-17","All Students","All Students",55262,4059,51203,92.7,346,91,26.3,314,0,0,0,0,0,0,0,93,105,116,0,0,0,0,147,46.8,167,53.2,6,1.9,275,87.6,22,7,7,2.2,4,1.3,74,23.6,19,6.1,238,75.8,56.9
"School","29Q360","P.S. 360","All Grades","2016-17","All Students","All Students",22714,1333,21381,94.1,132,20,15.2,130,14,65,51,0,0,0,0,0,0,0,0,0,0,0,69,53.1,61,46.9,1,0.8,122,93.8,7,5.4,0,0,0,0,11,8.5,0,0,108,83.1,39.1
"School","29Q492","Mathematics, Science Research and Technology Magne","All Grades","2016-17","All Students","All Students",64719,12739,51980,80.3,430,219,50.9,426,0,0,0,0,0,0,0,0,0,0,75,102,121,128,150,35.2,276,64.8,44,10.3,291,68.3,54,12.7,28,6.6,9,2.1,59,13.8,29,6.8,333,78.2,47.3
"School","29Q498","Humanities & Arts Magnet High School","All Grades","2016-17","All Students","All Students",74257,10251,64006,86.2,496,187,37.7,470,0,0,0,0,0,0,0,0,0,0,134,127,118,91,271,57.7,199,42.3,24,5.1,365,77.7,64,13.6,9,1.9,8,1.7,67,14.3,46,9.8,401,85.3,56
"School","30Q002","P.S. 002 Alfred Zimberg","All Grades","2016-17","All Students","All Students",104156,6483,97673,93.8,622,124,19.9,592,0,88,84,94,114,109,103,0,0,0,0,0,0,0,293,49.5,299,50.5,116,19.6,18,3,218,36.8,4,0.7,236,39.9,108,18.2,97,16.4,446,75.3,43.1
"School","30Q010","I.S. 010 Horace Greeley","All Grades","2016-17","All Students","All Students",133249,7992,125257,94,790,140,17.7,754,0,0,0,0,0,0,0,228,233,293,0,0,0,0,341,45.2,413,54.8,167,22.1,51,6.8,399,52.9,10,1.3,127,16.8,129,17.1,106,14.1,453,60.1,59.9
"School","30Q011","P.S. 011 Kathryn Phelan","All Grades","2016-17","All Students","All Students",198986,9387,189599,95.3,1179,130,11,1122,0,128,129,165,163,184,188,165,0,0,0,0,0,0,554,49.4,568,50.6,431,38.4,25,2.2,544,48.5,20,1.8,102,9.1,220,19.6,293,26.1,563,50.2,51.6
"School","30Q017","P.S. 017 Henry David Thoreau","All Grades","2016-17","All Students","All Students",101074,8165,92909,91.9,607,172,28.3,573,44,101,98,90,90,81,69,0,0,0,0,0,0,0,272,47.5,301,52.5,101,17.6,66,11.5,294,51.3,12,2.1,100,17.5,110,19.2,136,23.7,332,57.9,60.6
"School","30Q069","P.S. 069 Jackson Heights","All Grades","2016-17","All Students","All Students",183382,8262,175120,95.5,1081,126,11.7,1035,60,133,154,152,168,189,179,0,0,0,0,0,0,0,542,52.4,493,47.6,523,50.5,4,0.4,416,40.2,22,2.1,70,6.8,105,10.1,200,19.3,427,41.3,44.8
"School","30Q070","P.S. 070","All Grades","2016-17","All Students","All Students",162556,9018,153538,94.5,969,173,17.9,931,119,133,146,143,122,135,133,0,0,0,0,0,0,0,432,46.4,499,53.6,162,17.4,22,2.4,390,41.9,17,1.8,340,36.5,124,13.3,208,22.3,770,82.7,54.7
"School","30Q076","P.S. 076 William Hallet","All Grades","2016-17","All Students","All Students",86794,6613,80181,92.4,536,149,27.8,508,52,86,84,80,66,69,71,0,0,0,0,0,0,0,249,49,259,51,46,9.1,150,29.5,249,49,13,2.6,50,9.8,177,34.8,85,16.7,350,68.9,77.3
"School","30Q078","P.S./I.S. 78Q","All Grades","2016-17","All Students","All Students",113852,6552,107300,94.2,669,102,15.2,648,35,112,108,98,83,59,43,48,27,35,0,0,0,0,320,49.4,328,50.6,122,18.8,22,3.4,200,30.9,33,5.1,271,41.8,71,11,33,5.1,127,19.6,16.6
